no.,serial_number_for_camera,precinct,police_office,location
12132,MC009,南港,舊庄,福山街研究院路口82號對面
12133,MC010,南港,舊庄,福山街44巷15弄31號
12134,MC011,南港,舊庄,福山街56巷10號旁(011燈桿)
12135,MC012,南港,舊庄,研究院路2段80號前福山街口(中央分隔島)
12136,MC013,南港,舊庄,舊莊街1段1號旁
12137,MC014,南港,舊庄,福山街44巷與研究院路2段61巷1弄口
12138,MC015,南港,舊庄,北市南港區研究院路2段61巷1弄福山公園口路口監控
12139,MC016,南港,舊庄,研究院路2段2巷口
12140,MC017,南港,舊庄,研究院路2段12巷口對面
12141,MC017,南港,舊庄,研究院路2段12巷口對面
12142,MC018,南港,舊庄,研究院路2段7-2號
12143,MC019,南港,舊庄,研究院路2段54巷口
12144,MC020,南港,舊庄,研究院路2段70巷11號
12145,MC021,南港,舊庄,研究院路2段70巷口
12146,MC021,南港,舊庄,研究院路2段70巷口
12147,MC022,南港,舊庄,研究院路2段61巷中央分隔島
12148,MC022,南港,舊庄,研究院路2段61巷中央分隔島
12149,MC023,南港,舊庄,研究院路2段86號
12150,MC024,南港,舊庄,研究院路2段98巷21弄底
12151,MC025,南港,舊庄,研究院路2段12巷底
12152,MC026,南港,舊庄,研究院路2段108號郵局(中央分隔島上)
12153,MC026,南港,舊庄,研究院路2段108號郵局(中央分隔島上)
12154,MC027,南港,舊庄,研究院路2段136號前
12155,MC027,南港,舊庄,研究院路2段136號前
12156,MC028,南港,舊庄,研究院路2段12巷55號對面
12157,MC029,南港,舊庄,研究院路2段12巷58弄底口中研公園
12158,MC030,南港,舊庄,北市南港區舊莊街1段3巷1弄口路口監控
12159,MC031,南港,舊庄,研究院路2段61巷3弄(中央分隔島)
12160,MC032,南港,舊庄,研究院路2段2巷38號對面
12161,MC033,南港,舊庄,北市南港區研究院路2段70巷47弄36號旁四分溪路口監控
12162,MC034,南港,舊庄,研究院路2段35巷23弄14號
12163,MC035,南港,舊庄,研究院路2段35巷23弄4號前
12164,MC036,南港,舊庄,福山街4號
12165,MC037,南港,舊庄,北市南港區研究院路2段61巷3弄口路口監控
12166,MC038,南港,舊庄,研究院路2段130號對面(籃球場)
12167,MC039,南港,舊庄,研究院路2段2巷12弄3號對面
12168,MC040,南港,舊庄,研究院路2段2巷28號前
12169,MC041,南港,舊庄,研究院路2段12巷57弄32-4號
12170,MC042,南港,舊庄,研究院路2段84巷7號對面
12171,MC043,南港,舊庄,研究院路2段70巷15號
12172,MC044,南港,舊庄,舊庄路1段254號
12173,MC045,南港,舊庄,舊庄街1段1號前中央分隔島
12174,MC046,南港,舊庄,東勢街永福橋旁(永庭橋)
12175,MC047,南港,舊庄,舊庄路2段125號
12176,MC048,南港,舊庄,北市南港區舊莊街1段199巷16弄10號對面路口監控
12177,MC049,南港,舊庄,大坑溪便道林森街橋頭
12178,MC050,南港,舊庄,宜興街與舊莊街1段199巷11弄口
12179,MC051,南港,舊庄,北市南港區舊莊街1段3巷52號對面路口監控
12180,MC052,南港,舊庄,舊莊街1段91巷底橋頭
12181,MC053,南港,舊庄,合順街8巷3弄49號
12182,MC054,南港,舊庄,舊莊街1段3巷52號對面
12183,MC055,南港,舊庄,舊莊街1段與199巷口
12184,MC056,南港,舊庄,舊莊街1段3巷16號
12185,MC057,南港,舊庄,舊莊街1段91巷11號(右前方)(12弄口)
12186,MC058,南港,舊庄,舊庄路1段145巷6弄6號
12187,MC059,南港,舊庄,舊莊街1段145巷8弄20號
12188,MC060,南港,舊庄,舊莊街1段100號(舊莊國小)
12189,MC105,南港,舊庄,南深路31號
12190,MC061,南港,舊庄,南深路1號旁(南深路與舊莊街口)
12191,MC062,南港,舊庄,舊庄街1段5號前燈桿
12192,MC063,南港,舊庄,舊莊街1段87號旁
12193,MC064,南港,舊庄,南深路21巷口對面
12194,MC064,南港,舊庄,南深路21巷口對面
12195,MC065,南港,舊庄,舊莊街1段145巷6弄42號
12196,MC066,南港,舊庄,舊莊街1段216巷口
12197,MC067,南港,舊庄,舊莊街1段212巷口
12198,MC068,南港,舊庄,舊莊街1段147號
12199,MC069,南港,舊庄,舊莊街1段32號
12200,MC070,南港,舊庄,南深路北二高出口處(168燈桿)
12201,MC070,南港,舊庄,南深路北二高出口處(168燈桿)
12202,MC071,南港,舊庄,舊莊街1段170號
12203,MC072,南港,舊庄,舊莊街2段238號前
12204,MC073,南港,舊庄,合順街8巷5弄18號
12205,MC074,南港,舊庄,合順街8巷5弄19號
12206,MC075,南港,舊庄,南深路(路燈桿編號195號)
12207,MC075,南港,舊庄,南深路(路燈桿編號195號)
12208,MC077,南港,舊庄,舊莊街1段215巷口
12209,MC078,南港,舊庄,舊莊街1段145巷2弄1號
12210,MC079,南港,舊庄,研究院路3段86巷1號
12211,MC080,南港,舊庄,研究院路2段182巷58弄25號
12212,MC081,南港,舊庄,研究院路2段150巷2弄底
12213,MC082,南港,舊庄,研究院路3段175巷
12214,MC083,南港,舊庄,研究院路3段(軍人公墓十字路口研究院路三段122號東南方約150公尺)
12215,MC084,南港,舊庄,研究院路3段245號對面(246號前)
12216,MC085,南港,舊庄,研究院路3段231號
12217,MC086,南港,舊庄,研究院路3段軍人公墓停車場四分溪口
12218,MC087,南港,舊庄,研究院路4段144號
12219,MC088,南港,舊庄,研究院路2段230號旁
12220,MC089,南港,舊庄,研究院路3段68巷9號(全聯左後方)
12221,MC090,南港,舊庄,北市南港區研究院路2段143號旁路口監控(158號對面)
12222,MC091,南港,舊庄,研究院路3段68巷9號
12223,MC092,南港,舊庄,北市南港區研究院路3段2巷口路口監控(C棟2號小公園前)
12224,MC093,南港,舊庄,研究院路3段234之3號旁邊(橋旁)
12225,MC094,南港,舊庄,研究院路2段150巷3弄1號
12226,MC095,南港,舊庄,研究院路3段70號(前)
12227,MC096,南港,舊庄,北市南港區研究院路3段2巷14號前路口監控
12228,MC097,南港,舊庄,研究院路3段86巷27弄口對面
12229,MC098,南港,舊庄,研究院路3段20巷(前)
12230,MC099,南港,舊庄,研究院路3段159號旁
12231,MC100,南港,舊庄,研究院路2段182巷內
12232,MC101,南港,舊庄,研究院路2段182巷四分橋過橋胡適庭園社區旁
12233,MC088,南港,舊庄,研究院路2段230號旁
12234,MC104,南港,舊庄,研究院路2段150巷口
12235,MC104,南港,舊庄,研究院路2段150巷口
12236,MC146,南港,舊庄,研究院路2段21號前中央分隔島
12237,MD001,南港,玉成,北市南港區松河街292號路口監控
12238,MD002,南港,玉成,南港路3段149巷49弄口
12239,MD003,南港,玉成,成美橋
12240,MD003,南港,玉成,成美橋
12241,MD004,南港,玉成,南港路3段314巷底(長壽橋下)
12242,MD005,南港,玉成,南港路3段220巷3號對面
12243,MD006,南港,玉成,松河街臨316號前木桿
12244,MD007,南港,玉成,南港路東新橋頭（西側）橋下
12245,MD007,南港,玉成,南港路東新橋頭（西側）橋下
12246,MD008,南港,玉成,南港路3段360號（松山橋）
12247,MD008,南港,玉成,南港路3段360號（松山橋）
12248,MD009,南港,玉成,八德路4段909號前
12249,MD009,南港,玉成,八德路4段909號前
12250,MD010,南港,玉成,玉成街25巷17號前
12251,MD011,南港,玉成,南港路3段316號前燈桿
12252,MD011,南港,玉成,南港路3段316號前燈桿
12253,MD012,南港,玉成,南港路3段314巷1之1號旁
12254,MD012,南港,玉成,南港路3段314巷1之1號旁
12255,MD013,南港,玉成,南港路3段314巷20號
12256,MD014,南港,玉成,南港路3段290巷1號
12257,MD014,南港,玉成,南港路3段290巷1號
12258,MD157,南港,玉成,南港路3段149巷49弄20號旁燈桿
12259,MD015,南港,玉成,南港路3段266-2號前燈桿
12260,MD016,南港,玉成,南港路3段190巷14號旁
12261,MD016,南港,玉成,南港路3段190巷14號旁
12262,MD017,南港,玉成,東新街12巷3號前
12263,MD018,南港,玉成,玉成街34號對面
12264,MD018,南港,玉成,玉成街34號對面
12265,MD019,南港,玉成,北市南港區松河街316號對面路口監控
12266,MD020,南港,玉成,北市南港區南港路3段256巷（堤防口）路口監控
12267,MD021,南港,玉成,南港路3段111號
12268,MD022,南港,玉成,南港路3段130巷3弄2號前
12269,MD023,南港,玉成,南港路3段130巷5弄10號前
12270,MD024,南港,玉成,南港路3段216號前
12271,MD025,南港,玉成,玉成街14號旁
12272,MD026,南港,玉成,八德路4段812號前
12273,MD027,南港,玉成,中坡北路與市民大道北側分隔島
12274,MD028,南港,玉成,南港路3段128號
12275,MD029,南港,玉成,南港路3段188號
12276,MD030,南港,玉成,東新街4號前
12277,MD031,南港,玉成,八德路4段812號前
12278,MD031,南港,玉成,八德路4段812號前
12279,MD032,南港,玉成,忠孝東路6段與東新街口(中央分隔島)(南)
12280,MD033,南港,玉成,忠孝東路6段285號對面
12281,MD033,南港,玉成,忠孝東路6段285號對面
12282,MD052,南港,玉成,玉成街52巷12號
12283,MD035,南港,玉成,忠孝東路6段159巷2弄1號右側路燈
12284,MD036,南港,玉成,市民大道7段188號前燈桿
12285,MD037,南港,玉成,忠孝東路6段185巷5弄8號
12286,MD038,南港,玉成,忠孝東路6段209號
12287,MD039,南港,玉成,忠孝東路6段225巷2弄2號
12288,MD040,南港,玉成,忠孝東路6段225巷4弄1號
12289,MD040,南港,玉成,忠孝東路6段225巷4弄1號
12290,MD042,南港,玉成,忠孝東路6段403巷1弄21號右側牆面
12291,MD043,南港,玉成,忠孝東路6段403巷1弄21號公梯
12292,MD044,南港,玉成,忠孝東路6段185巷3弄1號右側牆面
12293,MD045,南港,玉成,忠孝東路6段149號前
12294,MD047,南港,玉成,忠孝東路6段9巷8號
12295,MD048,南港,玉成,永吉路555號旁
12296,MD049,南港,玉成,中坡北路40巷1號對面
12297,MD050,南港,玉成,中坡北路76巷2號
12298,MD051,南港,玉成,玉成街52巷2弄1號
12299,MD052,南港,玉成,玉成街52巷12號
12300,MD053,南港,玉成,玉成街69號
12301,MD054,南港,玉成,中坡北路50巷19-6號
12302,MD055,南港,玉成,玉成街98巷1號
12303,MD056,南港,玉成,永吉路550巷2號
12304,MD057,南港,玉成,玉成街89號
12305,MD058,南港,玉成,忠孝東路5段815號(合作金庫)
12306,MD058,南港,玉成,忠孝東路5段815號(合作金庫)
12307,MD059,南港,玉成,永吉路535號對面分隔島
12308,MD060,南港,玉成,忠孝東路6段81巷22號前
12309,MD061,南港,玉成,忠孝東路6段193號
12310,MD061,南港,玉成,忠孝東路6段193號
12311,MD062,南港,玉成,忠孝東路6段403巷405號旁
12312,MD062,南港,玉成,忠孝東路6段403巷405號旁
12313,MD063,南港,玉成,中坡北路30巷6號
12314,MD063,南港,玉成,中坡北路30巷6號
12315,MD064,南港,玉成,忠孝東路6段9巷3號
12316,MD065,南港,玉成,成功路1段92號
12317,MD065,南港,玉成,成功路1段92號
12318,MD066,南港,玉成,成功路1段67號
12319,MD066,南港,玉成,成功路1段67號
12320,MD067,南港,玉成,南港路3段14號
12321,MD067,南港,玉成,南港路3段14號
12322,MD068,南港,玉成,南港路3段16巷11號
12323,MD069,南港,玉成,南港路2段312號對面分隔島號誌
12324,MD070,南港,玉成,南港路3段31號
12325,MD070,南港,玉成,南港路3段31號
12326,MD071,南港,玉成,南港路3段106巷5弄1號
12327,MD071,南港,玉成,南港路3段106巷5弄1號
12328,MD072,南港,玉成,北市南港區松河街386號前路口監控
12329,MD073,南港,玉成,南港路3段63號
12330,MD073,南港,玉成,南港路3段63號
12331,MD074,南港,玉成,北市南港區南港路3段６７巷底昆陽街６０巷口路口監控
12332,MD075,南港,玉成,向陽路49號前(分隔島上)
12333,MD075,南港,玉成,向陽路49號前(分隔島上)
12334,MD076,南港,玉成,昆陽街59巷2弄口
12335,MD077,南港,玉成,昆陽街12號
12336,MD078,南港,玉成,昆陽街116號對面
12337,MD078,南港,玉成,昆陽街116號對面
12338,MD079,南港,玉成,昆陽街99號
12339,MD080,南港,玉成,南港路3段52號
12340,MD080,南港,玉成,南港路3段52號
12341,MD081,南港,玉成,南港路3段106巷4弄7號
12342,MD082,南港,玉成,南港路3段106巷15號對面
12343,MD083,南港,玉成,南港路3段16巷1弄15號
12344,MD084,南港,玉成,南港路3段30號
12345,MD084,南港,玉成,南港路3段30號
12346,MD085,南港,玉成,南港路3段106巷6弄2號前
12347,MD086,南港,玉成,北市南港區成功路1段36巷17號前路口監控
12348,MD087,南港,玉成,成功路1段82巷8號前
12349,MD088,南港,玉成,南港路2段215號
12350,MD088,南港,玉成,南港路2段215號
12351,MD089,南港,玉成,成功路1段55號
12352,MD089,南港,玉成,成功路1段55號
12353,MD090,南港,玉成,南港路3段2號
12354,MD091,南港,玉成,成功路1段94巷底
12355,MD091,南港,玉成,成功路1段94巷底
12356,MD092,南港,玉成,北市南港區松河街422號前路口監控
12357,MD093,南港,玉成,松河街382號旁
12358,MD094,南港,玉成,昆陽街60巷2號前
12359,MD095,南港,玉成,南港路3段80巷73號對面燈桿(SGS門口對面)
12360,MD096,南港,玉成,松河街400號前
12361,MD097,南港,玉成,北市南港區南港路3段55號前路口監控
12362,MD098,南港,玉成,南港路2段95號
12363,MD099,南港,玉成,南港路2段95號
12364,MD099,南港,玉成,南港路2段95號
12365,MD100,南港,玉成,南港路2段111號
12366,MD101,南港,玉成,東明街106號旁
12367,MD102,南港,玉成,南港路2段86巷8弄20號
12368,MD103,南港,玉成,東明街84號
12369,MD104,南港,玉成,興華路90號
12370,MD105,南港,玉成,向陽路80號前分隔島
12371,MD105,南港,玉成,向陽路80號前分隔島
12372,MD106,南港,玉成,東明街62號前(東興國小)
12373,MD107,南港,玉成,興華路78號
12374,MD108,南港,玉成,南港路2段212巷1弄1號
12375,MD109,南港,玉成,南港路2段178巷22號(東明街口)
12376,MD110,南港,玉成,南港路2段39號前號誌桿
12377,MD111,南港,玉成,南港路2段146號
12378,MD111,南港,玉成,南港路2段146號
12379,MD112,南港,玉成,重陽路166巷16弄2號
12380,MD113,南港,玉成,興南街7號(車道口)
12381,MD114,南港,玉成,東明街3號旁
12382,MD115,南港,玉成,興華路150號
12383,MD115,南港,玉成,興華路150號
12384,MD116,南港,玉成,東明街1巷16號
12385,MD117,南港,玉成,興華路112號
12386,MD118,南港,玉成,重陽路166巷4弄2號
12387,MD119,南港,玉成,東明街99號
12388,MD120,南港,玉成,興南街71號對面
12389,MD121,南港,玉成,重陽路166巷10弄口
12390,MD122,南港,玉成,興南街64巷4弄29號
12391,MD123,南港,玉成,興南街64巷26弄4號
12392,MD124,南港,玉成,東明街123巷口
12393,MD125,南港,玉成,興南街82號
12394,MD126,南港,玉成,向陽路120巷2弄8號
12395,MD126,南港,玉成,向陽路120巷2弄8號
12396,MD127,南港,玉成,重陽路39巷與向陽路196巷口
12397,MD128,南港,玉成,南港路2段296號前
12398,MD129,南港,玉成,興南街168巷5號
12399,MD130,南港,玉成,向陽路122號
12400,MD130,南港,玉成,向陽路122號
12401,MD131,南港,玉成,北市南港區向陽路162巷75－101號該棟東南側路口監控
12402,MD132,南港,玉成,北市南港區重陽路39巷口東北側路口監控
12403,MD133,南港,玉成,北市南港區向陽路162巷口（166號前）路口監控
12404,MD133,南港,玉成,北市南港區向陽路162巷口（166號前）路口監控
12405,MD134,南港,玉成,重陽路185號
12406,MD134,南港,玉成,重陽路185號
12407,MD135,南港,玉成,北市南港區松河街494號前路口監控
12408,MD136,南港,玉成,向陽路與松河街口(2號水門)
12409,MD137,南港,玉成,重陽路72號
12410,MD137,南港,玉成,重陽路72號
12411,MD138,南港,玉成,重陽路263巷1號(興南公園對面)
12412,MD138,南港,玉成,重陽路263巷1號(興南公園對面)
12413,MD139,南港,玉成,興南街52巷18號
12414,MD140,南港,玉成,重陽路237號
12415,MD141,南港,玉成,興南街39號前號誌桿
12416,MD142,南港,玉成,重陽路188號旁
12417,MD143,南港,玉成,重陽路166巷口
12418,MD143,南港,玉成,重陽路166巷口
12419,MD144,南港,玉成,重陽路223號
12420,MD144,南港,玉成,重陽路223號
12421,MD145,南港,玉成,南港路3段口成美橋
12422,MD145,南港,玉成,南港路3段口成美橋
12423,MD146,南港,玉成,南港路東新橋頭（西側）橋下
12424,MD146,南港,玉成,南港路東新橋頭（西側）橋下
12425,MD148,南港,玉成,南港路3段225號旁(停車場出入口)
12426,MD148,南港,玉成,南港路3段225號旁(停車場出入口)
12427,MD150,南港,玉成,忠孝東路6段157號
12428,MD151,南港,玉成,中坡北路110號旁燈桿
12429,MD152,南港,玉成,重陽路14號前號誌桿
12430,MD153,南港,玉成,東新街與市民大道8段口
12431,MD154,南港,玉成,中坡北路50巷2號
12432,MD155,南港,玉成,忠孝東路6段17號對面小綠人
12433,MD156,南港,玉成,永吉路與中坡北路北側分隔島
12434,NA001,內湖,內湖,內湖路2段329號
12435,NA001,內湖,內湖,內湖路2段329號
12436,NA002,內湖,內湖,內湖路2段301巷7弄1號
12437,NA003,內湖,內湖,內湖路3段5巷4號
12438,NA003,內湖,內湖,內湖路3段5巷4號
12439,NA004,內湖,內湖,內湖路2段355巷底燈桿
12440,NA005,內湖,內湖,成功路4段30巷8號前湖光市場出入口
12441,NA005,內湖,內湖,成功路4段30巷8號前湖光市場出入口
12442,NA006,內湖,內湖,內湖路2段396號旁燈桿
12443,NA007,內湖,內湖,內湖路2段297號前燈桿
12444,NA008,內湖,內湖,"成功路4段37號前分隔島上
"
12445,NA008,內湖,內湖,"成功路4段37號前分隔島上
"
12446,NA009,內湖,內湖,金龍路74號
12447,NA009,內湖,內湖,金龍路74號
12448,NA010,內湖,內湖,金龍路64之1號
12449,NA011,內湖,內湖,內湖路3段2號旁
12450,NA012,內湖,內湖,內湖路2段315號
12451,NA012,內湖,內湖,內湖路2段315號
12452,NA013,內湖,內湖,內湖路2段357號前
12453,NA013,內湖,內湖,內湖路2段357號前
12454,NA014,內湖,內湖,內湖路2段285號
12455,NA014,內湖,內湖,內湖路2段285號
12456,NA015,內湖,內湖,成功路4段182巷口
12457,NA015,內湖,內湖,成功路4段182巷口
12458,NA016,內湖,內湖,成功路4段52號旁路口監控
12459,NA017,內湖,內湖,北市內湖區成功路4段168號前（路口監控）
12460,NA017,內湖,內湖,北市內湖區成功路4段168號前（路口監控）
12461,NA018,內湖,內湖,內湖路2段405號
12462,NA018,內湖,內湖,內湖路2段405號
12463,NA019,內湖,內湖,成功路4段182巷8弄1號
12464,NA020,內湖,內湖,金龍路19號對面成功平面停車場出口
12465,NA021,內湖,內湖,北市內湖區成功路4段１８２巷６弄３７號無名巷口（路口監控）
12466,NA022,內湖,內湖,成功路4段30巷40號
12467,NA022,內湖,內湖,成功路4段30巷40號
12468,NA023,內湖,內湖,內湖路2段263巷9弄1號
12469,NA023,內湖,內湖,內湖路2段263巷9弄1號
12470,NA024,內湖,內湖,內湖路2段301巷口
12471,NA024,內湖,內湖,內湖路2段301巷口
12472,NA025,內湖,內湖,金龍路155號前
12473,NA025,內湖,內湖,金龍路155號前
12474,NA026,內湖,內湖,內湖路3段137號
12475,NA026,內湖,內湖,內湖路3段137號
12476,NA027,內湖,內湖,內湖路3段115巷口
12477,NA028,內湖,內湖,內湖路3段81號前
12478,NA029,內湖,內湖,內湖路3段59巷金龍路口(金龍路89號旁)
12479,NA029,內湖,內湖,內湖路3段59巷金龍路口(金龍路89號旁)
12480,NA030,內湖,內湖,金龍路47巷37號
12481,NA031,內湖,內湖,金龍路109號對面
12482,NA031,內湖,內湖,金龍路109號對面
12483,NA032,內湖,內湖,金龍路13巷巷口
12484,NA032,內湖,內湖,金龍路13巷巷口
12485,NA033,內湖,內湖,成功路4段202號
12486,NA033,內湖,內湖,成功路4段202號
12487,NA034,內湖,內湖,成功路4段216號 (214巷)
12488,NA034,內湖,內湖,成功路4段216號 (214巷)
12489,NA035,內湖,內湖,金湖路1號前中央分隔島
12490,NH017,內湖,內湖,金湖路1號前
12491,NA036,內湖,內湖,金龍路119號
12492,NA036,內湖,內湖,金龍路119號
12493,NA037,內湖,內湖,金龍路49號
12494,NA037,內湖,內湖,金龍路49號
12495,NA038,內湖,內湖,金龍路67巷8號
12496,NA039,內湖,內湖,金龍路135號
12497,NA039,內湖,內湖,金龍路135號
12498,NA040,內湖,內湖,內湖路3段59巷7弄1號旁
12499,NA041,內湖,內湖,金龍路13巷7號前
12500,NA042,內湖,內湖,金龍路47巷16號對面
12501,NA042,內湖,內湖,金龍路47巷16號對面
12502,NA043,內湖,內湖,內湖路3段139號旁
12503,NA044,內湖,內湖,金龍路112巷58號前
12504,NA044,內湖,內湖,金龍路112巷58號前
12505,NA045,內湖,內湖,金龍路130號
12506,NA045,內湖,內湖,金龍路130號
12507,NA046,內湖,內湖,成功路4段234號
12508,NA047,內湖,內湖,金龍路65號
12509,NA047,內湖,內湖,金龍路65號
12510,NA048,內湖,內湖,內湖路3段59巷7弄7號
12511,NA049,內湖,內湖,金龍路238號
12512,NA049,內湖,內湖,金龍路238號
12513,NA050,內湖,內湖,內湖路3段357巷口(355號旁)
12514,NA052,內湖,內湖,內湖路3段191巷32號
12515,NA052,內湖,內湖,內湖路3段191巷32號
12516,NA053,內湖,內湖,內湖路3段345號前
12517,NA054,內湖,內湖,內湖路3段327號
12518,NA055,內湖,內湖,內湖路3段底士地公廟
12519,NA055,內湖,內湖,內湖路3段底士地公廟
12520,NA056,內湖,內湖,金龍路180號前
12521,NA056,內湖,內湖,金龍路180號前
12522,NA057,內湖,內湖,金龍路215號前
12523,NA057,內湖,內湖,金龍路215號前
12524,NA058,內湖,內湖,金龍路212號前
12525,NA058,內湖,內湖,金龍路212號前
12526,NA059,內湖,內湖,金龍路220號
12527,NA059,內湖,內湖,金龍路220號
12528,NA060,內湖,內湖,內湖路3段329巷6-1號
12529,NA060,內湖,內湖,內湖路3段329巷6-1號
12530,NA061,內湖,內湖,金龍路183號
12531,NA061,內湖,內湖,金龍路183號
12532,NA062,內湖,內湖,內湖路3段187巷18號
12533,NA062,內湖,內湖,內湖路3段187巷18號
12534,NA063,內湖,內湖,金龍路195號
12535,NA064,內湖,內湖,內湖路3段211號前與金龍路3段213巷口
12536,NA064,內湖,內湖,內湖路3段211號前與金龍路3段213巷口
12537,NA065,內湖,內湖,金龍路196號前
12538,NA065,內湖,內湖,金龍路196號前
12539,NA066,內湖,內湖,內湖路3段420號前
12540,NA067,內湖,內湖,內湖路3段343巷3弄1號
12541,NA068,內湖,內湖,內湖路3段343巷4弄12號
12542,NA069,內湖,內湖,內湖路3段163巷8弄口
12543,NA070,內湖,內湖,內湖路3段187巷18號
12544,NA071,內湖,內湖,內湖路3段191巷22號
12545,NA072,內湖,內湖,內湖路3段326巷5弄1號
12546,NA073,內湖,內湖,北市內湖區金龍路217巷12號前路口監控
12547,NA074,內湖,內湖,內湖路3段329巷22號
12548,NA075,內湖,內湖,內湖路2段179巷口
12549,NA075,內湖,內湖,內湖路2段179巷口
12550,NA076,內湖,內湖,內湖路2段179巷口
12551,NA077,內湖,內湖,北市內湖區內湖路2段179巷46弄43號對面路口監控
12552,NA078,內湖,內湖,內湖路2段217號對面
12553,NA078,內湖,內湖,內湖路2段217號對面
12554,NA079,內湖,內湖,內湖路2段235巷口
12555,NA079,內湖,內湖,內湖路2段235巷口
12556,NA080,內湖,內湖,內湖路2段103巷與環山路口
12557,NA080,內湖,內湖,內湖路2段103巷與環山路口
12558,NA081,內湖,內湖,內湖路2段263巷口旁號誌桿
12559,NA082,內湖,內湖,內湖路2段103巷38號前
12560,NA083,內湖,內湖,內湖路2段255號
12561,NA129,內湖,內湖,內湖路2段263巷30弄1號對面燈桿
12562,NA084,內湖,內湖,內湖路2段179巷48弄8號前
12563,NA085,內湖,內湖,內湖路2段103巷碧湖公園出入口
12564,NA086,內湖,內湖,內湖路2段179巷216號
12565,NA087,內湖,內湖,內湖路2段179巷220前
12566,NA087,內湖,內湖,內湖路2段179巷220前
12567,NA088,內湖,內湖,文德路279號前分隔島號誌桿
12568,NA089,內湖,內湖,成功路3段174巷口
12569,NA089,內湖,內湖,成功路3段174巷口
12570,NA090,內湖,內湖,成功路3段174巷26弄口
12571,NA091,內湖,內湖,北市內湖區內湖路2段（碧湖公園大門口）巷口路口監控
12572,NA091,內湖,內湖,北市內湖區內湖路2段（碧湖公園大門口）巷口路口監控
12573,NA092,內湖,內湖,內湖路2段179巷258號前
12574,NA092,內湖,內湖,內湖路2段179巷258號前
12575,NA093,內湖,內湖,內湖路2段179巷50號前
12576,NA094,內湖,內湖,成功路3段152號
12577,NA094,內湖,內湖,成功路3段152號
12578,NA095,內湖,內湖,內湖路2段179巷59號旁
12579,NA096,內湖,內湖,內湖路3段60巷26號前燈桿
12580,NA097,內湖,內湖,內湖路2段263巷30弄10號
12581,NA098,內湖,內湖,金龍路177號前
12582,NA098,內湖,內湖,金龍路177號前
12583,NA099,內湖,內湖,內湖路2段179巷48弄41號
12584,NA100,內湖,內湖,內湖路3段60巷2號前號誌桿
12585,NA101,內湖,內湖,內湖路3段60巷8弄16號
12586,NA102,內湖,內湖,內湖路3段60巷12弄口
12587,NA103,內湖,內湖,內湖路3段256巷口
12588,NA104,內湖,內湖,內湖路3段256巷6號旁(金龍寺)
12589,NA105,內湖,內湖,內湖路3段58號對面
12590,NA106,內湖,內湖,碧山路2之1號
12591,NA106,內湖,內湖,碧山路2之1號
12592,NA107,內湖,內湖,內湖路3段60巷金龍公園 (朝公園入口處)(60巷與60巷17弄交叉口東北角)
12593,NA108,內湖,內湖,北市內湖區內湖路3段72巷39號前路口監控
12594,NA109,內湖,內湖,內湖路3段60巷48弄1號
12595,NA110,內湖,內湖,內湖路3段173巷2號前
12596,NA111,內湖,內湖,內湖路3段187巷2號
12597,NA112,內湖,內湖,內湖路3段191巷4號
12598,NA113,內湖,內湖,北市內湖區內湖路3段60巷12弄76號前路口監控
12599,NA114,內湖,內湖,北市內湖區碧山路9－1號前路口監控
12600,NA115,內湖,內湖,碧山路往金龍寺交叉路(碧山路20號)
12601,NA116,內湖,內湖,碧山路往草苺園交叉路口(碧山路28-1號)
12602,NA117,內湖,內湖,碧山路開漳聖王廟牌樓前
12603,NA118,內湖,內湖,碧山路(碧山露營區前停車場)上之土色磚屋前
12604,NA119,內湖,內湖,碧山露營區往草苺園及士林交界處
12605,NA120,內湖,內湖,北市內湖區碧山路50號前路口監控
12606,NA121,內湖,內湖,內湖路3段60巷46弄1號
12607,NA122,內湖,內湖,內湖路3段60巷 10弄2號前
12608,NA123,內湖,內湖,碧山路7巷口
12609,NA124,內湖,內湖,內湖路2段261號後門停車場
12610,NA125,內湖,內湖,內湖路3段2號旁
12611,NA126,內湖,內湖,內湖路2段352號前燈桿
12612,NA127,內湖,內湖,內湖路3段140號前燈桿
12613,NA128,內湖,內湖,內湖路3段117號
12614,NB001,內湖,潭美,麥帥一橋出入口中央分隔島
12615,NB001,內湖,潭美,麥帥一橋出入口中央分隔島
12616,NB002,內湖,潭美,南京東路6段與舊宗路口中央分隔島(靠近新民路側)
12617,NB003,內湖,潭美,環東高架橋南京東路6段口
12618,NB004,內湖,潭美,潭美街219號前150公尺(停車場入口)015號燈桿
12619,NB005,內湖,潭美,民權東路6段218巷內高壓電塔旁
12620,NB006,內湖,潭美,新明路290號旁(南港往內湖) ??
12621,NB007,內湖,潭美,成功路2段新明路口
12622,NB008,內湖,潭美,南京東路6段(國道1號)出入口正義橋頭
12623,NB008,內湖,潭美,南京東路6段(國道1號)出入口正義橋頭
12624,NB009,內湖,潭美,成功路2段圓環( 國道一號南下入口)
12625,NB009,內湖,潭美,成功路2段圓環( 國道一號南下入口)
12626,NB010,內湖,潭美,基12號水門出入口(潭美街499號對面)
12627,NB010,內湖,潭美,基12號水門出入口(潭美街499號對面)
12628,NB011,內湖,潭美,潭美街與新明路219巷口(基13號疏散門旁)
12629,NB012,內湖,潭美,北市內湖區潭美街183號（成美抽水站）對面路口監控
12630,NB013,內湖,潭美,安美街38號右側
